Amateurish! 	业余水平！ 
In the last days, god says, I will pour out my spirit on all people.	神说，在末后的日子，我要将我的灵浇灌凡有血气的。
I mean it, dillan, tell me what happened.	我的意思是，迪伦，告诉我发生什么事。
Uh, I'll be home soon. Just as soon as I can.	呃，我很快就到家。我会尽快的。
Both affirmed christ's presence in the eucharist.	他们都肯定基督在圣餐中的同在。
And if you both wish, I will buy for both of you too. 	如果你们俩想要，我也会买给你们。 
I'm good at that. 	我就擅长不动。 
And thank you, by the way. 	十分感谢，顺便。 
Yao and ye held their wedding ceremony in the grand ballroom of pudong shangri-la hotel.	姚明和叶莉在浦东的香格里拉酒店举办了婚礼。
Your honor, except for my being a scoundrel 	法官阁下，除了我不承认自己是个无赖 
I need to meet someone	我需要见一个人
What? You wanna keep your hair like that?	怎么？你想让你的头发就保持那样吗？
I won't, man. I'm gonna get you outta here, okay?	不会的，我会救你出去的，知道吗？
Don` t cry because it is over, smile because it happened.	要因为结束而哭唳,微笑吧``为。
Now that I am about to become a highly esteemed 	因为我已经是协会的高层人员了 
You know what, Terry? Let's just settle this. Peacocks don't fly. 	你知道吗，特里？我们别争了。孔雀不飞。 
And you're wishing you were here making me spaghetti. 	你希望你能在我身边给我做意大利面。 
After her daughter, gemma, was born, jeanine moved back home.	在她的女儿吉玛出生后，她搬回家了。
They never have! 	从未有过！ 
The sins of previous lives passed to the next 	原罪由上一世转到下一世 
Talk to other ceos who have kept the process on time, and find out how they prepared.	最好和其他按时走完上市程序的公司的掌门人多交流，弄清楚他们都做了哪些准备工作。
She tried to protect me even though I scared her.	她试图保护我尽管我让她害怕。
My agent told me it was dead as a doornail.	我的经纪人告诉我那个故事已经完全没戏唱了。
How long am I gonna be in south dakota?	我要在南达科他州待多久？
That your recruiting numbers are,	你招收的人数，
Then she would've backed up all of her files on the Internet in cloud storage. 	她肯定会把她的文件备份上传到网络云端存储的。 
I barely have time to think about it. 	所以没有什么时间来考虑这个问题。 
Okay, well, it's not unprecedented for an otherwise healthy young women to have sudden cardiac arrest. 	好吧，好，但年轻健康的女性心脏骤停也不是没有先例。 
If you're expecting some sort of knighthood, 	如果你在期待骑士的话， 
is to present three bellwether cases...	是呈上三个突出案例...
I have wanted to ask you out for a long time.	我早就想约你出来了的。
He didn't come that dickhead didn't come! 	他没来那白痴没来！ 
Go, piso. Do as your mother says. 	去吧，皮梭。听你妈妈的话。 
L'll deliver your lord to saf ety.	我会带你主人到安全的地方的。
And the kids? No school today?	孩子们呢？今天没上学？
In male, the immunopositive reaction in spermatogonia, spermatocyte and spermatid to testosterone antibodies strengthened gradually during the development and maturation of testis.	在雄性,随着精巢发育成熟,精原细胞、精母细胞和精子细胞对睾酮抗体的免疫阳性反应逐渐增强.
I'll tell Carol when she gets in. We'll get after it. 	卡罗尔进去后我会告诉她的。我们就能追击了。 
What, and you didn't know that?	怎么，你不知道吗？
What message are you trying to get out to the undecideds today? 	今天您要对还未作决定的中间选民说些什么吗？ 
Outside of his home in Blackfoot, Montana.	科特伯格旅店自杀了。
Through this alleyway,	穿过这条小巷，
If by "strings", 	如果是用到"绳" 这个字的话， 
Oh. Those were my dad's favorites. 	噢，噢，那是我爸的最爱。 
You're not going to make a liar out of me.	你不能让我变成骗子。
Who's local athlete who became paralyzed	曾是运动员十五岁时发生车祸
Do not move. My name is Divya. 	别动我叫达薇亚。 
It is not that I know more about politics and elections than you, but I realize how busy you are and I thought I could more easily set out these simple rules in writing.	我说这些并不是我认为自己对政治和竞选的所知超过你，只是因为我知道你有多忙，而我可以有更充分的时间来为你罗列这些简单的竞选规则。
Come on, you can make it. Come on! 	快点，你能办到的。快点！！ 
You've already met miss Nash, she's part of the senator's advance team. 	你见过娜什小姐，她是参议员集团中的一员。 
Just wondering how comfortable you feel making it to the final three? 	想知道你觉得自己有多少希望进三强 
We treat workers good!	我们对待工人很好！
But the church basement isn't?	但是教堂的地下室不是？
This month they set up a self-regulatory body in japan to offer guidance to youngsters.	本月，他们在日本创立了一个自我监管机构，旨在为青少年提供指导。
So, I think the blame, actually, for that lay with her, 	实际上因为这个我就要让她负责， 
The curative effect and nursing observation of patients with chronic insomnia treatment with anesthetize sleeping balance.	麻醉睡眠平衡术治疗慢性失眠症的护理观察。
You want to stay in the game. 	你还想呆在游戏中吗。 
But I'm not in the crosshairs.	可我不是内奸啦。
Ling said female students really don't have much choice if they want to secure employment in the competitive white-collar job market.	凌娜表示女学生们如果想要在竞争激烈的白领职场中争得一席之位，那么就别无选择。
And I've always liked having my options, you know?	我一直想有自己的选择权，你知道吗？
Well, there's probably a - 	很可能有一种- 
Um, why is this girl staring at me?	为什么那个女孩盯着我看？
The only way to kill them is by beheading. 	唯一的方法是把他们的头砍下来。 
He wouldn't wanna put it in the movie like that.	不肯让影片那样结束。
You've been in the wars, huh? Yeah.	你被人打了？没错。
You ain't fit to look at my flag.	你们不配看我的旗。
You’re going to get married now ,are you happy?	快要结婚了，是不是很开心呢？
I saw a man shouting at a driver whose car was blocking the street.	我看见一个男人正朝一个司机叫嚷，他的车把街道堵塞了。
On the first day when I came to fuoshan, I said	我来佛山的第一天，我说过
The groom wears a formal suit or tuxedo.	新郎则穿着一套正式的西装或无尾晚礼服。
You're lucky we have one. 	你得庆幸我们装了一个。 
Mining production is slightly up year on year; jewellery demand is down by 13.8%.	因为矿业产能年增长率轻微长扬，而珠宝的需求则下跌了13.8%。
Check that; definitely out of spite.	好吧，就是为了出气。
I just want to wake up with more time on my hand	我只希望自己早上醒来手上能有更多的时间
Unverifiable reports suggest that 	无法证实的消息指出 
...outdated and inefficient factories.	陈旧、低效的工厂
You just got to chill out. 	只是你太神经质了。 
All this time I thought you were some football hero who hated his father.	一直以来我都以为你是个讨厌自己父亲的橄榄球英雄。
Figuratively we all use the word.	我们也都使用它的比喻义。
Why not the oil business? 	为什么不做石油？ 
Kracklite was never that forward 	克拉克从不那么放肆 
So she had few visitors 	所以很少有人探访她 
Come on. Let's move.	快点。行动。
At home I left dad in front of the television and went outside to collect my thoughts.	回家后，我把老爸留在电视机前看电视，然后走到外面，整理一下思绪。
Uh, uh, check the thermostat.	呃，呃，去看一下温度计。
We're happy we're going abroad.	我们都对能出国感到非常兴奋。
The studio bosses were unsure what to do with woodward.	片场大亨不懂如何处置钟活华。
Uh, I've been texting you all day. 	呃，我给你发了一整天的短信了。 
But I must tell thee plainly, Claudio undergoes my challenge... 	但我必须明确地告诉你我已经向克罗迪奥提出挑战... 
Not your right? I need me good arm	不是你的右手？我需要我好用的手
You haven't heard?heard what? 	你没听说？ 听说什么？ 
I married your sister. 	我娶了你姐姐。 
An exclusive contract with you,	签合约的，
She was sold to a family friend several years ago and put to pasture. 	几年前她被卖给了一位家族好友被送去放养了。 
That's very fatherly. Is that really? What you want to tell your kid? 	很有父亲的感觉。这是真的吗？这是你想教你孩子的？ 
You know how much time they waste scraping you shit heads off the street?	你知道他们为了把你清出街道花了多长时间吗？
I had been torturing them by doing these scenes over and over again.	一遍遍的拍摄这些场景对他们是绝大的折磨。
It started at the northeast corner of beach and divisi dero streets.	它从海滩与街道的东北角开始。
I think you two have had a lover's tiff. 	我觉得你们俩只是情人之间有点小口角。 
I could probably do a half - hour. 	我也许能空出半小时。 
I asked for the sixth key. 	我提到第六张卡。 
Somebody broke into the car?	有人闯进车里了？
Of course nanjing must form the new developing s tyle with the central city and satellite cities in nanjing city-circle across th e administration district to create the new advantage of region economical devel opment in yangtze river delta.	南京理所当然应跨行政区划与南京都市圈内城市组成中心城市与卫星城市协调发展的崭新格局，创建长江三角洲副中心区域经济发展的新优势。
Come on! You're shooting under 50% from the free throw line, okay? 	拜讬！你自由投的命中率不到五成，懂吗？ 
And he has a sentimental streak. 	他也有感情细腻的一面啊 
It's fine. I don't care.	我很好。我不在意。
He's on our shit list.	才不要他来。
He's not checking into hotel rooms,	不是开房间，
I've got connects all over Beantown, man. 	我在波士顿人脉很广的。 
Her kidneys are shutting down. We should let her go. 	她肾衰竭了放弃治疗吧。 
I meant that, you know, you're fun. You know, you're fun. 	我是说，你很有趣，你知道吗。很有趣。 
Room service available from 7:30 a.m. to 9:00 p.m. 	客房服务时间：早 7 点半至晚 9 点 
Huey came to the hospital.	休易来医院。
They got her phone. 	她的电话会被监听。 
Because, like, the six billion people 	因为之前有六十亿个人你想找 
But I do, I really do.	但那的确是我的主意。
But during his third visit narendra fared no better.	纳兰德第三次拜访师父就没有受到较好的遭遇了。
I don't have to know everything about you, 	我不必知道你所有的事， 
It slipped under the living room couch - 	掉在了客厅的沙发下面- 
I think it's outside the evacuation zone.	但是那里已经不在疏散区了。
What are you so convinced 	为什么你这么肯定 
Blogs are competing with online newspapers.	博客正在与网络报纸进行竞争。
LsIs there a place for us? No!	有地方给我们住吗？没有！
I pushed our reservations to 8:00.	我把预约推迟到八点了。
Because you turned from someone very cool into a wanna - be pop star. 	先不管选歌烂你的表演方式就不对。 
Very impressive references here. Thank you, sir.	简介令人印象深刻啊。谢谢，先生。
Figure out a way to use that against him. 	想办法利用这点打败他。 
Be careful it doesn't belong to me 	别抢！那不是我的。 
Therefore, the mass would've had to have been...	因此，其规模将不得不低于人们原先的想象。。。
Only to find you sneaking out of the house? 	却看到你要偷偷的跑出去？ 
On behalf of the late emperor	为先帝雪耻
Not under the same roof.	不会在同一屋檐下。
In states like california, initiatives can even turn voters into founding fathers who amend the state constitution.	在像加州这样的州中，创议制甚至能将选民变成修改州宪法的立州之父。
Oh, you're just feeling like you haven't achieved enough.	哦，你只是觉得自己没有什么成就。
Since the fall of wuhan the kuomintang has launched three anti-communist onslaughts, in each of which, as the facts show, the kuomintang troops sprang surprise attacks on the communist forces.	因为自武汉失守以来，国民党发动了三次反共高潮，在这三次反共高潮中都有国民党军队袭击共产党军队的事实。
A movie review is not gonna help us right now.	现在一个电影评论帮不了我们什么行动吧。
Sources tell us the plane was deliberately set ablaze 	报道称疾控中心将在 
You're welcome. I almost forgot. 	别客气。我差点忘了。 
To learn boxing	啊来学拳击
The super-ministries will eventually lay the ground for further reforms to separate policymaking and regulatory functions, and also force government agencies out of business.	大部制将最终为深化改革奠定基础，以求分离决策职能与监管职能，并迫使政府机构与企业脱离。
But I have things handled, okay?	可这些事情我自己能处理好，好吗？
Although it could be worse. I had...	尽管可能更糟。我把这句...
I lived in an apartment the size of a small child. 	我都在孩子大小的地方住着。 
Mr romney accuses china of currency manipulation, so he is creating an "enforcement unit" to police "unfair trading practices".	而罗姆尼则指责中国总控货币，于是他正在创建一个“强制执行单位”，以便监管“不正当的贸易行为”。
To think you've failed your child. 	想到自己辜负了孩子。 
But seems to come from the beyond,	可她似乎从遥远的地方来，
Let us see how you have fared in your dictationsm children!	孩子们让我看看你们完成的听写！
Your son... And your daughter, your wife.	你的儿子，女儿，妻子。
One of them is going to exile island. 	你得选择其中一人去放逐之岛。 
Well, what if Andy starts playing with me more, woody, huh? 	如果安弟花很多时间和我玩呢？ 
You work at the hotel diplomat? 	你在外事饭店工作？ 
There's another Tyrell who requires your attention. 	另一个提利尔更需要您的关注。 
Even in its very first season and everything. 	即使从第一季的一开始。 
don't wait for us.	别等我们。
Guests will enjoy the Provencal Market in walking distance from the hotel. 	客人将欣赏到距离酒店几步之遥的普罗旺斯市场。 
Water-soaked exuding spots occur in the bark near the growing shoot tips.	靠近生长着的稍皮内有水浸出点，使该处膨大。
Because she has such a wild imagination. 	因为她想象力非常丰富。 
Since then, he vanished. 	从那以后，他就消失了。 
I want to know why you and your sister find him so attractive.	我想知道你和你妹妹为什么觉得他有吸引力。
You learn a little something. - No way. 	你就明白了。- 不会吧。 
I'm cleared for physical activity. 	我可以进行机体运动。 
Hi. I'd like to get a delivery to Beverly Hills. 	你好。麻烦你们外送到比佛利山庄来。 
But mexico poses some unique difficulties. It is bigger and richer but more decentralised, with weaker police forces and courts.	但墨西哥面临的情况有些特殊，墨西哥比哥伦比亚更大更富有，但是政治权力相对分散，警察力量和法院也更薄弱。
Why not join us in playing basketball?	你何不和我们一起打篮球去呢？
Student: so we're going to keep him as a. 	学生：我们可以把他看成。 
He's got five broken ribs, a fractured collarbone, 	他断了五根肋骨，和一根锁骨， 
So what are you on now…	你现在用的是什么药...
I'm going too. 	我也会去舞会。 
Prices excluded airport taxes, fuel surcharges, security charges, caddy fee.	费用不包括两地机场税、保安税、球僮费。
Drop him off at the free clinic.	把他送到了免费门诊。
Gold star. 	回答正确。加十分。 
Four-course dinner day 1, 2 and 3 	在入住的第一天、第二天和第三天，为您提供4道菜的晚餐 
But thank you very much, Louis. 	不过，还是谢谢了，路易斯。 
Disregarding such a warning can lead to serious or fatal injury.	忽视这种警示会导致严重的或致命的伤害.
He puts the cocaine in a golf bag and returns with the cash. 	他把可卡因装在高尔夫球袋里带走送回的则是现金。 
I know you have a crush on her. You already told me that. 	我知道你很喜欢她。你已经告诉我了。 
That is just so thoughtful of him. 	他想的可真是周到。 
David parker's father, gilbert, was just 16 years old when he left chorlton in manchester and set sail from london on 28 march 1923, for australia.	戴维帕克的父亲吉尔伯特离开曼彻斯特查尔顿，于1923年3月28日从伦敦启航去澳大利亚，当时只有16岁。
Want to tell that to the academic board?! 	你想在学术委员会那里说这些么？！ 
And we're just gonna pretend it didn't happen? 	我们却要装作一无所知？ 
Good morning . Good morning. My, you're up...	早上好。早上好，亲爱的，你...
Owen was unlucky not to score on two occasions.	欧文不幸两次都没有进球。
Symbol: surface screen printed / to match PMS #411C / Symbol Style = "Fire Stair Symbol" 	符号：面板屏幕为印刷屏/与PMS#411C匹配/标识样式为“消防楼梯标识) 
I mean, how do I tell her that?	我的意思是我该怎么告诉她？
just help yourself to the love in my heart	尽情享用我的爱我全心献上
Divorced? Really?	离婚？真的？
I don't tell this story very often,	一般人我不告诉他哦，
It's said drinking some warm water can help get over the belch.	有人说打嗝时喝点儿热水就会好的。
Professor, Lars here. The guards have beaten up Bosch. 	教授，教授，我是拉兹守卫们把巴什打了。 
I love you, I miss you. I want you around me. 	我爱你们，想你们希。望你们都在我身边。 
What's he doing? He's been outside for ages. 	他在干嘛？他在外面待很久了。 
There ain't no reward for getting him halfway to that train, is there? 	半途而废就没有奖金了，不是吗？ 
So it's like really weird I have to share that with someone else. 	我不得不和别人这么做，真是怪怪的。 
There have been high - end, four - person robberies in boulder, San Diego and Austin.	在博尔德圣地亚哥和奥斯汀都发生了四人高手段盗窃案。
Cos it's gotta get bad before it gets good 	因为在黎明之前总有黑夜 
Google's project is likely intended to spur investment by isps, because for google, the equation is simple.	google的这项工程应该会鼓励互联网服务供应商们投资到他们身上，因为很简单投资这个工程就等于投资google。
Oopsie! I had a poopsie. 	喔！我放了一个。 
It was stupid to have him in it.	把他照进来实在太蠢了。
Yeah, but if I could see the raw test data, I could draw my own conclusions.	但给我看原始数据，我就能得出我自己的结论。
The guy I bought my birds from. 	卖我鸟的那个人。 
Well, after we pull this off, treasure island's gonna be a big, ugly crime site. 	嗯，等我们干完这票，金银岛将成为一个巨大的丑恶的犯罪地点。 
I'm divorcing you. 	我要跟你离婚。 
W...... Like erotica? 	什么…… 像色情文学？ 
I had a bunch of ideas but they were too blurry to produce any well-rendered images.	我有一大堆的想法，但是对于制作渲染效果良好的插图来说那是太大一堆想法了。
Right now, with so many companies still recovering from near-death experiences in the land of debt and leverage, watching balance sheets for the moment when a company goes from intensive care to the recovery room is one of the best ways to look for bargain-priced stocks that are on the mend.	现在，很多公司仍然在从因负债和财务杠杆造成的半死状态中恢复，当一个公司从重症监护室转移到普通康复病房的时候，研究它的资产负债表能够找到那些正在改善的廉价股票。
Express check in A fee of $15.00 will be added to the final invoice for all guests who check-in prior to 3:00pm. 	下午三点前入住的客人将会在最终发票里面多收取$15的费用。 
The calf may be young but it's capable of outrunning the wolf, 	小鹿虽然小，但只要它不停地奔逃， 
And put them on the nightstand?	把它放在我的床头边？
Son, that's God's money. 	孩子，那是上帝的钱。 
You know at first she'll tear your throat out, but eventually you're gonna like it.	一开始它会让你感觉喉咙撕开，但最后你会喜欢上它。
How to treat sexual assault victims 	从未提到使用紧急避孕措施 
Your eyesight got worse?	你的视力变坏了吗？
I don't want to feel that way again.	我再也不想重复那种感受了。
When this news comes out, that's going to be a big part of it.	最后事情败露，我们会把你当时的态度也公布出去。
Okay, who are you kidding? 	好吧，你到底在开谁的玩笑？ 
Because they have the cat. 	因为他们有猫。 
The girls barely had time to get the ice cream open.	女孩还没来得及吃上冰激凌。
We will have vengeance for it,	我们将要复仇，
I mean, what if some people just aren't cut out to be parents? 	万一有些人生来就不是做父母的料呢？ 
Fine, I'll take care of it for you.	好吧，我会帮你付清。
Management method of timber licenced transportation of fujian province.	福建省木材凭证运输管理办法。
Ios continues to lead, "baird reports," followed by blackberry, with android still receiving poor marks in this category. "	贝尔德公司的调研报告指出，“iOS继续保持行业领先地位，黑莓紧随其后，而Android在这一方面仍然处于劣势。”
You know, I'm one of the investors in this new club - axis.	你知道吗，我是那个新的轴线俱乐部的一个股东。
But cera cautions that developed nations will hardly be through with oil anytime soon.	但是cera提醒发达国家在任何时间并不能很快会抛弃石油。
Wait, wait, you said she slit her wrists yeah	等等，你说她割腕的就是
All the trouble I caused back home... 	我在家里制造太多麻烦... 
I'm okay. You sure?	我很好。你确定吗？
It just tipped over. Yeah, I was - 	它整个翻了过来。嗯，我- 
doesn't matter anyway. He got me kicked out.	已经无所谓了。他把我踢出局了。
The influence of reaction temperature, concentration of reagents, rate of reagents addition, calcination temperature on properties of powder were investigated by chemical analysis, partical size analysis, aas, xrd and tg-dta.	通过化学分析、粒度分析、原子吸收光谱分析、xrd和tg-dta等手段，研究了反应温度、反应浓度、加料速度、煅烧温度对粉料性能的影响。
First thing that we have to decide is this: who is going with Charlie to the factory? 	我们要决定的第一件事是：谁和查理去工厂？ 
Yes. I already packed up my desk. I could be out of here in an hour. 	是的，我已经整理桌子了。我可以在一小时之内离开。 
You should see Lureen punchin 'numbers in her adding machine.	你应该看看露芮按计算机数字时的样子。
In my old job, we used to have uniforms.	以前那份工作，我们是有制服的。
But under the geithner-summers plan the loan is precisely designed to be a one-way bet, for the purpose of overpricing the toxic asset in order to bail out the bank's shareholders at hidden cost to the taxpayers.	但按照盖特纳萨默斯计划，政府贷款被设计为单向押注，目的是为问题资产制定过高的价格，从而为银行股东纾困，纳税人支付了隐形成本。
It floods the country with the bogus national currency and the bogus gold yuan notes, thus ruining the economic life of the people and reducing the broad masses to bankruptcy;	滥发伪法币和伪金圆券，破坏人民的经济生活，使广大人民陷于破产的地位；
I got three "bro - Athlon" events planned for these guys. 	我为这些人准备了三项" 兄弟赛事。 
Yeah, I might know a guy. 	我可能认识一个人。 
If this is psyops base, what are you doing here? 	如果这是心战基地，那你在做什么？ 
Her grandfather taught her to conjure.	她的祖父教她变魔术。
Schlemmer. I've arranged for krenski to send him some pickled carp. 	施莱默我派昆斯基给他送了些咸鱼过去。 
First thing you need to know is I like those frozen coffee drinks. 	你首先要知道就是我喜欢冰咖啡饮料。 
Seeds oblong or narrowly so, flat, comose.	种子长圆形或狭如此，平，具丛毛。
As more people economize, it's become cool to pay less rather than more.	随着越来越多的人开始精打细算，削减开支成了一种时尚。
If there were a discrepancy ( difference), then the company would like to call you asap.	如果有什么差错，公司会尽快打电话和你联系。
I thought you said this place was still for sale. 	我以为你说这地方还没卖出呢。 
And that is the key, argues peter bergen, an expert on terrorism at the new america foundation.	新美国基金会的恐怖主义问题专家彼得伯根说这正是阿富汗问题的关键。
I love you, too, crazy girl 	我也爱你，疯姑娘 
According to ewa, its bigfoot remote tagging system is "ideal" for "high-value target" missions and intelligence operations.	据埃瓦安佐，其大脚远程标记系统是“理想”的“高价值目标”任务和情报工作。
Vacuuming your cortex -  	抽空你的脑皮层 - 
Yeah? Driver's ed. 	哦？驾驶训练基地。 
It was more like'to kill a sophomore.	更会去看" 杀死一个二年级学生。
A deft swordsman, then.	手段很高明啊
I have total respect for the chelsea club and fans aswell as for football in england and the culture of the country.	对切尔西俱乐部和球迷，对英国的足球传统和这个国家的文化，我都心怀崇敬。
All the children were pleased to see her again, but she did not speak to gilbert blythe.	看到她回来所有的孩子都很高兴，但安妮还是不理睬吉尔伯特布莱思。
Mothers are like that. 	妈妈们都那样。 
You know what, I hear Robert is a very good dancer. 	你知道吗，我听说罗伯特舞跳得不错呢。 
That shot all those years ago.	打失了最关键的致命一击..
Yeah, I see her around here and there. Oh, for real? 	是的，我到处看见她。噢，真的？ 
OK, you go that way, I'll go this way. OK. 	好吧，你从那边走，我走这边。好吧。 
I gave her too much credit.	我真是过于相信她了。
And she won't drink regular milk by itself.	她不喝普通的牛奶。
I'm sure it's not in Sook's spirit 	我能肯定那不是仁淑的魂灵 
I am sky commander Winky 	我是天空指挥官文可 
Short selling is when an investor hopes to gain from the expected decline in the price of a stock.	简单的说就是当投资者希望赚取股票下降的利润的时候。
doesn't mean I don't laugh at a fart.	不代表别人放屁我不会笑啊。
You have information that could help them.	你掌握了可以帮助他们的信息。
He wants to keep his record clean. 	他不希望留下任何案底。 
The other is, I've got it. 	另一种就是。我找到神像了。 
But, don't worry, I've got everything under control, 	但是，不要担心，我会处理好这些事情， 
Pardon the Spanish. 	原谅他吧。 
Here, here, have some more honey!	给你，给你，这个多吃点！
Mr chen accepts sipg shares features with other big port operators.	陈戌源承认，上港集团与其它大型港口运营商存在共性。
She was our control case.	她本是我们控制范围内的。
If they do and they're caught, they're out. 	如果他们那么做了又被抓住的话，就会被开除。 
Tfn news briefing: oil and utilities highlights to 15:45 bst-forbes.	水杉新闻发布会:以石油、公用15:45钡精彩-福布斯。
But he has a working vessel andthat's all you need.	但是他有一条可工作的船,那就是你所需要的。
For the heathen in the far islands of the sea;	为远处海岛上的那些异帮教徒求福；
Yes, do. Yes, I'm going to.	好的。我这就喝。
A mirage they will never conquer in their lifetime? 	只是他们一生都无法实现的幻想呢？ 
I never made mistakes 	我从来不犯错误 
We just saw an orderly in the same situation. 	我们刚刚处理了一样同样的病症。 
Because I don't even know what that means.	我不知道那是什么意思啊
Well, it was - it was our first date, 	呃，那是我们- 我们第一次约会， 
What do you... What do... What do you mean? They said we could flush him. 	你说... 你说什么......你什么意思？他们说我们可以处理掉骨灰。 
My exwife lives there. 	我前妻住那。 
I mean you can't have those types around the precinct. 	我是说你不能容忍在你的警局里有那种人存在。 
If only there were a way to bring back Wallace. 	如果有办法把它变回华莱氏就好了。 
But they're going to want to know.	但他们会想知道。
A rupture disk device is a nonreclosing pressure-relief device actuated by static pressure and designed to function by the bursting of a pressure-containing disk.	破裂盘装置是一个非重闭减压装置,它由静压力启动,通过容压盘的破裂发挥作用.
Aseismic analysis of flood protection levee of qiangtang river in hangzhou area.	杭州钱塘江防洪堤抗震分析。
let's go.	咱们快走。
Oh! Nicely done. 	哦！做得好。 
Over the women of my choosing. 	也会使用超能力。 
Just thought I'd come by and say -  	只是想过来说 -  
My dog never bit before.	我的狗也从没咬过人。
Realize formal twoness by capital economy.	论资本经济实现形式的二重性。
I don't remember where my room is. I'll show you.	我不知道的房间在哪里。我带你去。
They tried the same thing after the fire of seventy-seven.	自从77年的火灾之后，他们就做过同样的事。
I would have never let you go. 	我是绝对不会让你走的。 
And I know that he was your friend. 	我知道他也是你们的朋友。 
There is no higher status and love of tradition in the world were rejected; do not have love, wanting to change name, strange bedfellows...... man in bed under the body from head to tail to love or not love a woman as what?	没有名份的爱在世界的传统中被人唾弃；没有爱的名份拥有，同床异梦……床上的男人由头至尾把身下爱或不爱的女人看作什么？
I mean, I think we was pretty well situated back at the campsite. 	我是说，我们最好回露营地。 
His old has not even finished the years of high school.	她老爸我连十年级都没毕业。
It's never a waste of money to learn English.	学英语的话不算是浪费啊。
And suffering. 	一边自怨自艾 
So you don't really have to bother with reality. That must be nice. 	所以你不会真的为现实困扰。那很好。 
Yes, uncle, he... 	是的，舅舅，他…… 
Sometimes even to each other.	有时候他们自己都分不清楚。
Peruvians have organized for the first time in decades.	几十年来秘鲁人第一次组织起来。
Cluck you! Cluck you! 	关门关门！ 
Fierce exterminate hill rub the feudal official tea on cliff carved stone bears a responsibility.	武夷山摩崖石刻上的官府茶禁事。
The two of you are now...? 	你们二位现在是？ 
The study on secessionist movement in indonesia from the perspective of nationalism--the case of aceh.	从民族主义观点看印尼的分离运动－亚齐个案研究。
So I won't allow any guests	因此不准任何宾客到访
But if you'll recall, my love, the way we leaped into this marriage caper didn't allow much time for discussion.	你想想，亲爱的，咱们这么心急火燎地演出了金玉良缘这场戏，哪有时间高谈阔论。
That will be painful, and require more audacity than mr obama has shown so far.	这将会很艰难，奥巴马需要比现在更大胆。
St. Luke's in the ICU.	在圣·卢卡斯急救中心。
Gordon brown and tony blair, britain's current and former prime ministers, became members of parliament at the tender ages of 32 and 30 respectively, their other careers ( journalist and barrister) having been merely useful preludes.	戈登布朗和托尼布莱尔，英国现任和前任首相，分别在32岁和30岁时年纪轻轻就当上了议员，他俩之前的职业（记者和庭辩律师）只不过是有用的前奏而已。
I thought you'd be out celebrating.  	我以为你会出去庆祝。 
Okay, listen, okay, I believe what I see in front of my face,	好吧，听着，我相信我眼前看见的，
Deal. We'll revisit this in ten mutes.	好的。我们10分钟后再讨论这个问题。
You think it's what I want to hear? 	你觉得这是我想听的？ 
Just because I'm the project manager because that's the 	我是项目经理这也是默认的结果 
Don't forget the blood, sweat and tears that we shed every day to make this happen.	别忘了，我们每天挥洒心血、汗水和眼泪，为的就是有朝一日公司能够成功。
Give my warmest regards to your grandmother.	替我热情问候你奶奶。
We'll do a few more visits, some town hall meetings. 	我们应该多点参加，市政厅会议。 
We cannot let you pass!	我们不能让你昔时！
I stole some pens. 	我偷了几支笔。 
I know. I'm so stoked. 	我知道我实在太兴奋。 
No, it's not plenty of time. Get her hot for a nigga.	不,不没时间帮你哥们带她出去吧。
don't even breathe, please?	可能的话请摒住呼吸，好吗？
And you hit on him? 	你就跟他调情了？ 
The half-bred racing car girl is concave-convex interesting.	混血赛车女郎凹凸有致。
In the film, empty beverage containers become a symbol for poverty and exploitation.	在影片中，空的饮料容器成为贫穷和利用的象征。
Here you go. It's all you, it's all you.	给你。这些都给你。这些都给你。
Leonid zlotnikov, an economist, says belarus needs to find monthly payments of over$ 1 billion to service its debts.	经济学家列昂尼德罗尼科夫说，白俄罗斯需要弄到10多亿美元的月付款项来支付它的债务。
We need your help. Is there somewhere we could go and talk?	我们需要你的帮助。可不可以找个合适的地方谈谈？
Oh...... jeez, I never know that he would be that shy, later guys.	哦……呀，我从不知道你会那么害羞，晚熟的家伙。
Why stopping me taking photo? 	干嘛挡着我？ 
I think I've made a terrible mistake. 	我好像犯了个大错。 
Sort of put some sort of lighting continuity together for the film.	关于电影的灯光衔接。
I think you have the most beautifully shaped head. 	我觉得你的头型是最漂亮的。 
Oh, silly. Hi. 	噢，傻瓜。嗨。 
I'm Frankenstein and she's Gretel. 	我是弗兰肯斯坦她是格雷特。 
I think she knows about it.	我觉得她肯定知道。
I want to know if she...	我想知道…
Yeah, can you can you use this	你能用这个
It means that the first is best... 	它意思是说第一个就是最好的… 
If we agree to come along, how is that any better?	及时我们同意加入，那会有些许改变吗？
I'm almost hose. 	我就快好了。 
That thing that sets it apart from the rest of the world. 	使它区别于芸芸众生的东西。 
You cant sit still, its like tryin to smoke crack.	你不克不及束手待毙，它像想法吸烟裂纹。
I think it's too early for an awards show,	我觉得对于一场颁奖礼来说是太早了，
I came into your room 	我到过你的房间 
I'm going to give up. 	我就会放弃了。 
Tell him he has to give it to our grandson.	告诉他替我把它给我们的孙子。
Missed you at the last city Council meeting. 	上次市政会议你没来真可惜。 
Man, man, I'll suck your Dick.	等等，等等，我会添你的老二。
Let's go, Dobbs.	我们走吧，豆布斯。
