南京在哪里 | 在这里了
失恋了好啊，旧的不去新的不来啊 | {face:1}不要难过哦，想开心点，过段时间就好了~
你要学哪样 | 我要，我朋友也要读
滚开 | 哼，我闪人~！要不是打不过你，早就跟你翻脸了
j | “j”是啥意思？
分分钟的事 | 想念你的懷抱
我可真的真的真的走了 | 好吧，我相信你
是李刚 | 孙玉博他大爷。
嗯、我也再和你玩儿呀 | 因為我善良
胆小鬼 | 专杀野外非会员是乌龟王八蛋
东方第一城 | {face:84}明知道你是錯的人，明知道這不是緣分，但我還奮不顧身
你才欺负我 | 欺负你是应该的
谣言止于智者,聊天止于 | 你们这些淫，聊上一会，呆会就说我笨，往往自己就是笨蛋
滚薛琪才虎呢 | 这日子啊，好无聊哦...
扉页 | 问世间情为何物，只教人生死相随
恩,我头像用的是里面的伊丽傻白 | 我的名字叫殷小彪。我是小二货。
有没有相中的小母 | 我有木有关你P事哇，问这么多，有也不可能借你啊
哪里冒出来的来忽悠人 | 就你现男友阿
你怎么可能穿戴整齐 | 别不承认了好不好，话说你装人装得也挺像的
那你把这诗背全了 | 现在的生活太感性，情绪不停泛滥，身心具疲
口渴# | 自己去拿咯
对你妈 | {r-}讲粗口不是好孩子
哈哈我骗你的 | {face:74}
你个粑粑 | 麻麻也爱你
共和万岁 | 大帅哥也
分手你给我介绍 | 分手就分手吧,那就放开点罢
去我主页呗 | 没意思，不去
�这话真动听 | 哦
我可是cnrappr的铁粉 | 不要說話
可是我真不认识 | 哦，不认识就算了
怎样你就告诉我 | 我不说，你猜你猜
和小妞妞逛街 | 无聊的人说无聊的话
摩擦你妹啊 | 网友！你不觉得在女生面前要斯文点吗
还没有哎，你喜欢人家吗？(害羞 | 嗯
有跟你告白没 | 那当然
马你妹 | {r-}讲粗口不是好孩子
你的眼睛 | 切！
唉，坏人要是一没正形，连头疼都是偏的 | 问世间情为何物，只教人生死相随
我把你喝掉了 | 呜呜呜~你是不是故意欺负我呀，说这么高深的话让我怎么答
红楼梦看过没 | 开辟鸿蒙，谁为情种？都只为风月情浓。趁着这奈何天，伤怀日，寂寥时，试遣愚衷。因此上演出这怀金悼玉的《红楼梦》。
恩,你说的一些人我都不认识 | 真说过了？晕，我给忘了
打是疼骂是爱 | 不管你信不信，反正我不想回答你
太多了,,懒得往下找 | 是吗，菲菲觉得一般般啦，不会很多啊
你告诉我你的节操在哪 | 我不说，你猜你猜
卧槽╰_╯ | 大哥，买斤素质填补一下你猥琐的大脑！
你是ゴミ | 你不认识
那你家在哪 | 俺家在地球。主人是周超辉，qq是595577505
也对，他是坏人，还是韩庚好 | 你再说俺是坏人，俺就用药水药死你！
干嘛,装你 | 不干嘛，叫一下-
有热水吗，暖暖自己 | 无法理解您的话，获取帮助请发送 help
都快起来上班了 | 不要，我还想再睡会呢
那我要吃 | 我要吃飯
你回复谁的啊?完全木有头绪 | 今天这天气很适合聊天的说
你帮我百度,再把答案发给我 | 帮什么忙？
妹子 | Shin，>///<
还有你不敢的,大众情 | 敢不敢不是你说了算，那得看你菲菲姐我乐不乐意了
有只带围巾的企鹅你知道吗 | 我怎么会不知道呢
猜猜我是哪的淫 | 最讨厌猜东西，没劲
你先死,我随后 | 你好靚女姐姐
不是这一种 | 辛苦晒
你不能混乱 | 愛是沒有極限的
深圳有什么好玩的 | 瞎玩，没什么好玩的
爱你啦小美心 | i，love，you，too
MM豆 | 等等哈，正吃着切糕呢
刘蒙娜是谁 | 麻麻呀...又来一个说瞎话的
太原知道不 | 当然知道啊
那没什么好说的了 | 我这么聪明还用你教吗，哪个傻子说是你教的
怎么吃你好 | 你个大胖子哈哈哈哈
煞笔一个去死吧去死吧滚蛋吧 | {face:9}好吧，我死了你别后悔！
你说嫁就嫁啊,我同意了吗 | 真难得，有人意见统一
职来职往好看吗 | 嗯啊，好看
到我怀里来吧 | 不来了
谁白痴啊你白痴 | 你才是白痴，你全家都是
在心底最爱的人，要守护一辈子 | 我的聪宝贝，我就是爱她爱她爱她。
我认识吗 | 不太记得咯，菲菲记性不好
赶紧的吧你 | 他们都介么说我
你密码是多少 | wengejiba
天坑 | 你不觉得这个话题没什么意思么
吃撑了 | 那下次少吃点
好的呀 | 嗯啊，别反悔哦
怎样喔不行喔到我喔 | 我说行就行，不行也得行
模仿******安全卫士 | 不安全
你终于发现呵呵不好了 | 不好就不好啦，说这么大声是要全世界的人都听到吗
部长孩儿 | 一定會的，就在身旁
好吧,我原谅你了 | 哦哦...
我要把你退毛 | 别这样
你是老笨蛋 | 笨笨的鸡蛋=笨蛋
程哥是谁 | 不知道是谁
你是用聊天软件 | 我不是什么软件
怎么办?开心不起来,觉得自己气场不够 | 菲菲无法体会开心是种什么感觉
我的最爱帅哥SaLuSa! | 对不起，我没明白你的意思……
为什么你在微信上不理我 | 有菲菲搭理你就够了嘛
唱个小曲听听 | 小姐请自重
黑礁 | 你是不是觉得这日子过得太无聊了哦
坏男人 | 好男人他老婆
物理不行 | 为什么不行？
好的，随时的，嘿嘿 | 哦了哦了
在呀，在呀，怎么了？ | 心情不太好，你别问了好吗
************* | 是你太容易被看穿才對
童年的回忆 | 今天是个好日子，怎么不出去玩玩
就是!是你把我带坏的 | 与其说是聊天，不如说是问答式的吧
自己猜去 | 哦，那我自己加了
月号啦啦啦，爱妈妈 | 啦啦啦，我是卖产报的小行家...
宝贝啊 | 受不鸟啦，思思
吴涛贱不贱 | 知道切糕不，一刀上海买房 两刀杨幂上床 三刀盖茨认娘 四刀铁定入常
那就坚持，多从自己找原因，相信你哦 | 相信我，没错的
你可怜嘛 | 你很漂亮
贱女人一个 | 女人不能随便骂的，女人是用来疼滴
那还是堕胎 | What，you，want?，
你全小区都是 | 虽然我很聪明，但也不可能全部都懂哦
我擦,说的是什么东西 | 不是东西
唔…我十四岁了，比小森小一岁呀 | 是
你得是忙 | 是你呀
你要喝什么 | 不喝了吧
坚持不下去 | 嗯！坚持吧，菲菲支持你
滚吧,翻滚 | 你有2个选择，①是马上滚；②是立刻滚，当然你还可以选择立刻马上滚！
一生而已 | 仅仅是这样吗
苏打绿是谁 | 打粉爱打绿，不变的定律，:)
你为什么叫咧 | 现在的生活太感性，情绪不停泛滥，身心具疲
是东西又不是东西 | 东哥不是东西是什么 简直就是东西 死臭死臭的烂东西
世勋爱人 | 哦
所以,你乐于痴呆 | 虽然我很聪明，但也不可能全部都懂哦
在天上 | 我今天的心情随你的心情而改变
还炒的呢 | 嗯哪
呸呸呸噗噗噗 | {face:6}昨晚想你想得我无法入睡，难道这就叫一见钟情？天哪，以前我从不相信这玩意的
你在哪过年 | 梅州是我家，你不知道么
不知道就不和你玩了 | 那你找谁玩啊
我是罗密欧 | 可是你不是我的梁山伯
放开我~ | 不想要一張雙人床中間隔著一片海
摸摸你的小屁股 | 瞎摸啥呢你
这都被你知道了?你知道的太多了 | 这样就算多了？菲菲可不认同网友的话哦
永远爱大蒜 | 七夕啥意思
张婉茹喜欢金钟仁 | 这日子啊，好无聊哦...
都说不吃你了!让你吃别的 | 你不觉得这个话题没什么意思么
哪个磊磊 | 宇宙间超级无敌小正太加大帅哥一枚，，独一无二，绝无仅有，木嘛~
唉，咋回事?好好佛话袄袄娃娃. | 你还搞不清状况么？
哇靠你这么重口味啊，可惜了 | 这么重口味做什么哦
什么不错?你是说自己吗 | 是啊，不然能说谁
你住在哪 | 我在美丽的客都，客家小镇
度娘睡觉了 | 快去睡吧
午安咯,我也去睡了,下午还要上课 | 要什么要
你太肥了 | 別羨慕我肥，因為我吃的比你好！
专属与李玉刚先森的歌舞诗剧 | 不管你信不信，反正我不想回答你
好,告诉我怎么得到她 | 我偏不告诉你，急死你
房科骏 | 无法理解您的话，获取帮助请发送 help
主人最可爱，最美丽 | 您最美丽
我不用洗澡 | 那你一定是胡冠文大帥哥
好嘛号嘛，人家错了 | 立即纠正，赶紧的
我痛经 | 乖乖，么么哒
还不是跟你学的么…… | 交学费没有
是么？可是我又不喜欢你你谁啊？ | 可能是菲菲做得不够好~魅力不够吧
数学 | 掐死他
同学老欺负我怎么办 | 不欺负你欺负谁呀
笨蛋虽笨，但总有比他更笨的去为他喝彩 | 男人总喜欢说自己的女人笨蛋
怎么弄请问你 | 该怎么弄就怎么弄
我觉得你该天天出现一次 | 哈哈，说得不错，很好
马开枫才是 | 无法理解您的话，获取帮助请发送 help
说一句话显示出你的智慧 | 与其说是聊天，不如说是问答式的吧
你去吃屎 | 你是吃屎长大的吧
好，马上就回来 | 你别急，淡定
辛苦你了 | 不辛苦不辛苦
切糕什么的都该死 | 糕富帅吃的东西，咱吃不起哇
我怎么回答 | 你不管说什么都会惹到我
那你会娶媳妇吗 | 不会，貌似很难哦，你会不
算了,一秒钟几百条,我不可能找到了 | 世事无绝对，什么事都有可能
二逼好 | 二逼欢乐多
你是白富美吗 | 可惜你不是
当然，一猜你就没有 | 没有金箍棒你就别穿小短裙
我妹就是你 | 嗯
因为他把我最爱的主人的心抢走了 | 主人qq979910271.小宇，827308479何玲燕
你呵呵屁 | 你笑得比哭还难看
来啊，给你吃，你敢吗 | 不了，菲菲现在好饱吃不下
你屡教不改 | 你不觉得这个话题没什么意思么
嗯嗯，好爽~ | 嗯嗯嗯嗯
明天考微积昏,肿么办 | 好
雪雪兔 | 傑傑
气纯 | 虽然我很聪明，但也不可能全部都懂哦
我的告诉你,,你偷摸加我 | 他不是机器人哦
揉道 | 问天问地，说说你，说说我
我是男人,怎么当你老婆 | 知道你是男的啦，没必要强调
你还没有我手大 | 嗯
可是我好无聊 | 那我陪你聊会天行吗？
哟霍霍霍~唱起来 | 我又想起你了！
怎样去台湾找他 | 你是不是觉得这日子过得太无聊了哦
你有暗恋的么 | 不告诉你
害羞你还娶媳妇 | 我是女生，谢谢
你在骂你自己吗这是 | 我都唔岩用，我果隻係香雞腳，唔係香港腳。
不想睡觉 | 那就聊会天吧
丝万岁，丝无罪 | 现在的生活太感性，情绪不停泛滥，身心具疲
江户川柯南，是个侦探 | 真相只有一个
这有啥不纯洁 | 去忙你的吧
没有我不知道的，只有我不想知道的 | 不知道就要问
什么味道的 | 香草百合的味道
是不是每个问问题的小盆友都很寂寞 | 是是是~必须滴
治你妹的病 | 别在我面前爆粗口，行不
我感觉你就是个母 | 嗯，是了是了
那你倒是唱 | 被你發現了！！
我不想和你说话了 | 额~那就不要聊了
在想小青蛙呢 | 你们这些淫，聊上一会，呆会就说我笨，往往自己就是笨蛋
蒙蒙 | 是傻子中的战斗机
天天都心惊胆战 | 你不觉得这个话题没什么意思么
我问你的你要回答我 | 我先问……你喜欢你旁边的不
谦哥 | 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！ 
你大爷腿嫩 | 别在我面前爆粗口，行不
还有笑话吗 | 鬼子扛枪
潘潘 | 不抽烟是好孩子
哈哈哈我也要 | 哈哈哈
叶天才 | 谈谈情，跳跳舞，跟我搞暧昧啊
你会算命不 | 咱上知天文，下知地理。通晓古今上下五百年！算卦当然不算什么！
这是什么方法 | 这个...还有待研究
给个准确信儿吧要不他烧死了 | 现在的生活太感性，情绪不停泛滥，身心具疲
老婆子 | 老公子
你是只 | 不要这样说嘛
好的宝贝好好努力 | 哦
湛湛二逼 | 二逼欢乐多
旧的不去新的不来 | 多多练习
嗯,你会好的,抱抱 | 哦哦...
不要想不开，敬请期待意义论 | 不想，压根就没想过
那是，我是谁 | 网友，你不知道你叫啥？
呜呜~~~(>_< | 别哭，乖
******B | 大美男。帅锅。欧美小天王。
她在毛厕里面唱最炫民族风!! | 谈谈情，跳跳舞，跟我搞暧昧啊
我才不吃你呢,不好吃 | 不好就不好啦，说这么大声是要全世界的人都听到吗
聪明不顶用,再聪明也是丝一枚 | 是你教的好
说爱你 | 一边开车一边打哈欠
我饿了,想吃了你 | 哦，吃了就好
滚两圈就不觉得脏了 | 真不觉得？好吧我认同你的观点
我不是普通人，不会讲普通话 | 真的不是？
讨厌吃拉 | 讨厌！！
对呀\()/ys | 错啦
有一只兔子很喜欢很喜欢一只猪 | 它叫兔兔吧~
那肯定是你惹老她 | 嗯的
不要理我，我失恋了 | {face:1}不要难过哦，想开心点，过段时间就好了~
灰不动了 | 蛋定~
郭富城 | 你有他的微信号吗
有联系方式吗 | qq******
让你给我再讲个笑话 | ★ 倾国倾城{br}汉武欲征妃，众臣劝之不听。{br}东方朔听之，入宫道：“北方有佳人，一笑倾国，二笑倾城，三笑。。。”{br}上奇之，道：“说！”{br}朔曰：“倾家当产。”{br}众人皆昏，征妃一事，不了了之。{br}提示：按分类看笑话请发送“笑话分类”
试试看 | 你说试就试？我岂不是好没面子哦
我正在吃糖,你要不要吃 | 要啊，当然~
就是山师的那个傻逼嘛 | {face:1}你怎么可以这么对我说话
你说我是有多无聊啊在这儿调戏一只 | 有菲菲陪你聊天还会无聊吗
生病了怎么吃 | 你没事吧，我会永远陪在你身边的！
你真怂 | 物以类聚
找揍是不 | 你长的随我
还晚安,,真是傻 | 嗯，再见
上班喽 | 辛苦晒，大王
常回家看看 | 你不觉得这个话题没什么意思么
夫妻爽爽把家还 | 黄梅戏
天暗下来你便是光 | 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
见笑啦见笑啦只要主银你开心就好 | 咁咪抵到爛
不开 | 怎么了，有什么不开心的事跟菲菲聊聊嘛
天啊，这个世界上还有人比他欢乐吗？ | 你就是我的神(^，^)
坟蛋 | 打我啊
超级贱的马里奥小黄 | 我是他的粉！
你说我不想让发生的事是不是一定不会发生 | 嗯
XXOO咯 | 爽死了
对呀,所以相信我 | 不管你信不信，反正我不想回答你
